year,fed,best_name,best_rating,num_players
2005,HON,"Guillen Ramirez, Jose Anto",2274,28
2006,HON,undefined,2290,29
2007,HON,"Urbina, Ricardo",2272,28
2009,HON,"Lozano, Tomas R.",2260,32
2012,HON,"Lozano, Tomas R.",2260,41
2014,HON,"Guillen Ramirez, Jose Antonio",2244,60
2015,HON,"Urbina, Ricardo",2278,80
2016,HON,"Guillen Ramirez, Jose Antonio",2253,97
2017,HON,"Guillen Ramirez, Jose Antonio",2257,127
2018,HON,"Gavarrete, Nahun",2274,153
2019,HON,"Gavarrete, Nahun",2304,192
2020,HON,"Gavarrete, Nahun",2331,246
1977,GUA,"Perez,F.J. ",2205,1
1978,GUA,"Perez,F.J. ",2205,1
1979,GUA,De Leon  ,2215,2
1980,GUA,De Leon  ,2215,2
1981,GUA,"Perez,F.J. ",2305,7
1982,GUA,"Perez,F.J. ",2310,11
1983,GUA,"Rodas Martini,P. ",2320,11
1984,GUA,"Juarez Flores,C.A. ",2310,10
1985,GUA,"Juarez Flores,C.A. ",2295,11
1986,GUA,"Juarez Flores,C.A. ",2300,8
1987,GUA,"Juarez Flores,C.A. ",2340,8
1988,GUA,"Juarez Flores,C.A. ",2355,8
1989,GUA,"Juarez Flores,C.A. ",2360,8
1990,GUA,"Juarez Flores,C.A. ",2375,9
1991,GUA,"Juarez.Flores,Carlos.A  ",2385,13
1992,GUA,"Juarez.Flores,Carlos.A  ",2385,13
1993,GUA,"Juarez.Flores,Carlos.A  ",2385,13
1994,GUA,"Juarez.Flores,Carlos.A  ",2385,12
1995,GUA,"Juarez.Flores,Carlos.A  ",2405,17
1996,GUA,"Juarez.Flores,Carlos.A  ",2415,17
1997,GUA,"Juarez.Flores,Carlos.A  ",2415,24
1998,GUA,"Juarez.Flores,Carlos.A  ",2435,18
1999,GUA,"Juarez Flores, Carlos A. ",2425,26
2000,GUA,"Juarez Flores, Carlos A  ",2390,27
2001,GUA,"Juarez Flores, Carlos A.",2400,28
2002,GUA,"Juarez Flores, Carlos A.",2396,12
2003,GUA,"Juarez Flores, Carlos A.",2398,28
2005,GUA,"Juarez Flores, Carlos A.",2394,38
2006,GUA,undefined,2381,39
2007,GUA,"Juarez Flores, Carlos A.",2373,41
2008,GUA,"Juarez Flores, Car",2373,43
2009,GUA,"Juarez Flores, Carlos A.",2365,47
2010,GUA,"Juarez Flores, Carlos A.",2374,51
2011,GUA,"Juarez Flores, Carlos A.",2340,56
2013,GUA,"Juarez Flores, Carlos A.",2372,67
2014,GUA,"Juarez Flores, Carlos A.",2404,71
2015,GUA,"Juarez Flores, Carlos A.",2435,82
2016,GUA,"Juarez Flores, Carlos A.",2425,88
2017,GUA,"Juarez Flores, Carlos A.",2376,115
2018,GUA,"Juarez Flores, Carlos A.",2380,146
2019,GUA,"Juarez Flores, Carlos A.",2377,223
2020,GUA,"Juarez Flores, Carlos A.",2374,261
1977,ESA,"Pineda,B. ",2215,1
1978,ESA,"Pineda,B. ",2215,1
1979,ESA,Grimaldi  ,2345,3
1980,ESA,Grimaldi  ,2345,3
1981,ESA,Grimaldi  ,2280,3
1982,ESA,Grimaldi  ,2280,2
1983,ESA,"Camacho,R. ",2360,3
1984,ESA,"Camacho,R. ",2365,2
1985,ESA,"Camacho,R. ",2365,3
1986,ESA,"Camacho,R. ",2365,3
1987,ESA,Grimaldi  ,2285,4
1988,ESA,Grimaldi  ,2285,3
1989,ESA,Grimaldi  ,2255,4
1990,ESA,"Grimaldi,R.A. ",2255,3
1991,ESA,"Minero, Sergio  ",2360,5
1992,ESA,"Minero, Sergio  ",2395,5
1993,ESA,"Minero, Sergio  ",2370,7
1994,ESA,"Minero, Sergio  ",2440,7
1995,ESA,"Minero, Sergio  ",2405,8
1996,ESA,"Minero, Sergio  ",2405,8
1997,ESA,"Camacho,Roberto  ",2345,10
1999,ESA,"Pineda, Boris  ",2285,18
2000,ESA,"Leyva, Hector  ",2410,18
2001,ESA,"Leyva, Hector",2428,23
2002,ESA,"Leyva, Hector",2393,18
2003,ESA,"Leyva, Hector",2384,26
2004,ESA,"Leyva, Hector",2400,33
2005,ESA,"Leyva, Hector",2406,45
2006,ESA,undefined,2410,51
2007,ESA,"Leyva, Hector",2409,52
2008,ESA,"Leyva, Hector",2409,55
2009,ESA,"Arias, Lemmys A.",2406,68
2010,ESA,"Leyva, Hector",2395,80
2011,ESA,"Leyva, Hector",2393,87
2012,ESA,"Leyva, Hector",2384,95
2013,ESA,"Leyva, Hector",2389,109
2014,ESA,"Leyva, Hector",2351,118
2015,ESA,"Leyva, Hector",2340,153
2016,ESA,"Leyva, Hector",2327,189
2017,ESA,"Leyva, Hector",2327,234
2018,ESA,"Leyva, Hector",2319,266
2019,ESA,"Leyva, Hector",2319,294
2020,ESA,"Leyva, Hector",2319,325
1975,BOL,Aliaga  ,2205,1
1977,BOL,"Ramirez,P. ",2205,1
1978,BOL,"Ramirez,P. ",2205,1
1979,BOL,Zarco  ,2210,3
1980,BOL,Zarco  ,2210,3
1981,BOL,"Chavez,R. ",2225,3
1982,BOL,"Chavez,R. ",2225,2
1983,BOL,"Chavez,R. ",2225,1
1986,BOL,"Chavez,R. ",2250,1
1987,BOL,"Berrocal,J. ",2320,4
1988,BOL,"Berrocal,J. ",2320,4
1989,BOL,"Berrocal,J. ",2275,4
1990,BOL,"Guzman,E. ",2325,5
1991,BOL,"Guzman,Enrique  ",2280,12
1992,BOL,"Guzman,Enrique  ",2280,11
1993,BOL,"Guzman,Enrique  ",2280,12
1994,BOL,"Guzman,Enrique  ",2280,12
1995,BOL,"Guzman,Enrique  ",2280,12
1996,BOL,"Berrocal,Jorge  ",2275,13
1997,BOL,"Berrocal,Jorge  ",2275,14
1999,BOL,"Cueto, J. ",2322,17
2000,BOL,"Cueto, J  ",2326,17
2001,BOL,"Cueto, J.",2328,24
2002,BOL,"Cueto, J.",2400,53
2003,BOL,"Cueto, J.",2392,66
2005,BOL,"Zambrana, Oswaldo",2472,93
2006,BOL,undefined,2405,106
2007,BOL,"Zambrana, Oswaldo",2495,128
2008,BOL,"Zambrana, Oswaldo",2492,141
2009,BOL,"Zambrana, Oswaldo",2473,167
2010,BOL,"Zambrana, Oswaldo",2481,188
2011,BOL,"Zambrana, Oswaldo",2513,207
2012,BOL,"Zambrana, Oswaldo",2492,234
2013,BOL,"Zambrana, Oswaldo",2488,260
2014,BOL,"Zambrana, Oswaldo",2470,301
2015,BOL,"Zambrana, Oswaldo",2465,359
2016,BOL,"Zambrana, Oswaldo",2455,462
2017,BOL,"Zambrana, Oswaldo",2455,616
2018,BOL,"Zambrana, Oswaldo",2455,800
2019,BOL,"Zambrana, Oswaldo",2432,1029
2020,BOL,"Zambrana, Oswaldo",2438,1159
1975,SYR,Rifa  ,2230,1
1976,SYR,Rifa  ,2230,1
1977,SYR,Rifa  ,2230,1
1979,SYR,"Hakki,I. ",2255,3
1980,SYR,"Hakki,I. ",2255,2
1981,SYR,"Hakki,I. ",2305,3
1982,SYR,"Hakki,I. ",2310,5
1983,SYR,"Kassabe,E. ",2370,6
1984,SYR,"Kassabe,E. ",2335,7
1985,SYR,"Catalan,T. ",2325,7
1986,SYR,Beitar  ,2325,6
1987,SYR,"Shadarevian,M. ",2355,8
1988,SYR,"Hakki,I. ",2335,8
1989,SYR,"Hakki,I. ",2335,10
1990,SYR,"Shadarevian,M. ",2335,8
1991,SYR,"Shadarevian, Michael  ",2375,14
1992,SYR,"Shadarevian, Michael  ",2375,14
1993,SYR,"Shadarevian, Michael  ",2375,17
1994,SYR,"Shadarevian, Michael  ",2375,17
1995,SYR,"Shadarevian, Michael  ",2375,19
1996,SYR,"Mehyo,Abdul.Rahim  ",2375,21
1997,SYR,"Hakki,Imad  ",2395,24
1998,SYR,"Basel,Hamad  ",2395,24
1999,SYR,"Hakki, Imad  ",2423,36
2000,SYR,"Hakki, Imad  ",2405,43
2001,SYR,"Hakki, Imad",2440,48
2002,SYR,"Hakki, Imad",2431,34
2003,SYR,"Hakki, Imad",2450,56
2004,SYR,"Hakki, Imad",2444,57
2005,SYR,"Hakki, Imad",2458,60
2006,SYR,undefined,2459,68
2007,SYR,"Hakki, Imad",2428,76
2009,SYR,"Hakki, Imad",2418,107
2010,SYR,"Hakki, Imad",2400,118
2011,SYR,"Shadarevian, Michael",2375,129
2013,SYR,"Shadarevian, Michael",2375,152
2014,SYR,"Shadarevian, Michael",2375,163
2015,SYR,"Shadarevian, Michael",2375,185
2016,SYR,"Shadarevian, Michael",2375,217
2017,SYR,"Shadarevian, Michael",2375,258
2018,SYR,"Shadarevian, Michael",2375,280
2019,SYR,"Shadarevian, Michael",2375,298
2020,SYR,"Shadarevian, Michael",2375,340
1977,THA,Sangadsup  ,2250,2
1978,THA,Sangadsup  ,2250,2
1979,THA,Sangadsup  ,2250,2
1980,THA,Sangadsup  ,2250,2
1981,THA,"Sinprayoon,P. ",2345,5
1982,THA,"Sinprayoon,P. ",2310,5
1983,THA,Chaivichit  ,2345,9
1984,THA,Chaivichit  ,2300,10
1985,THA,Chaivichit  ,2305,9
1986,THA,Chaivichit  ,2305,7
1987,THA,Chaivichit  ,2332,8
1988,THA,Chaivichit  ,2330,8
1989,THA,Sunthornpongsathorn  ,2340,8
1990,THA,"Sunthornpongsathorn, ",2340,8
1991,THA,Sunthornpongsathorn  ,2340,10
1992,THA,Sunthornpongsathorn  ,2340,10
1993,THA,"Chaivichit, Suchart  ",2330,11
1994,THA,"Chaivichit, Suchart  ",2330,11
1995,THA,"Chaivichit, Suchart  ",2330,11
1996,THA,Sunthornpongsathorn  ,2335,14
1997,THA,"Chaivichit, Suchart  ",2335,16
1998,THA,"Chaivichit, Suchart  ",2335,7
1999,THA,"Chaivichit, Suchart  ",2335,16
2000,THA,"Sunthornpongsathorn, Veraphol  ",2373,16
2001,THA,"Sunthornpongsathorn, Verapho",2373,16
2002,THA,"Chaivichit, Suchart",2318,9
2003,THA,"Sunthornpongsathorn, Verap",2337,19
2004,THA,"Sunthornpongsathorn, Verap",2345,26
2005,THA,"Sunthornpongsathorn, Verap",2345,38
2006,THA,undefined,2283,50
2007,THA,"Saeheng, Boonsueb",2309,65
2008,THA,"Saeheng, Boonsueb",2318,64
2009,THA,"Saeheng, Boonsueb",2314,80
2010,THA,"Teerapabpaisit, Wisuwat",2300,84
2011,THA,"Pitirotjirathon, Jirapak",2310,91
2012,THA,"Jiravorasuk, Banjuab",2281,99
2013,THA,"Teerapabpaisit, Wisuwat",2284,105
2014,THA,"Jiravorasuk, Banjuab",2281,118
2015,THA,"Kongsee, Uaychai",2304,146
2016,THA,"Saeheng, Boonsueb",2292,181
2017,THA,"Kongsee, Uaychai",2287,219
2018,THA,"Kongsee, Uaychai",2287,270
2019,THA,"Jiravorasuk, Banjuab",2281,303
2020,THA,"Jiravorasuk, Banjuab",2281,340
1975,FAI,Midjord  ,2205,1
1976,FAI,Midjord  ,2205,1
1983,FAI,"Hansen,J.Ch. ",2205,4
1984,FAI,Midjord  ,2205,1
1985,FAI,Midjord  ,2205,2
1986,FAI,"Rodgaard,J. ",2350,5
1987,FAI,"Rodgaard,J. ",2370,2
1988,FAI,"Rodgaard,J. ",2380,2
1989,FAI,"Rodgaard,J. ",2360,3
1990,FAI,"Rodgaard,J. ",2360,2
1991,FAI,"Rodgaard,John  ",2350,4
1992,FAI,"Rodgaard,John  ",2360,7
1993,FAI,"Rodgaard,John  ",2380,8
1994,FAI,"Rodgaard,John  ",2380,14
1995,FAI,"Rodgaard,John  ",2380,18
1996,FAI,"Rodgaard,John  ",2375,18
1997,FAI,"Kristensen,Leif  ",2375,20
1998,FAI,"Kristensen,Leif  ",2375,16
1999,FAI,"Kristensen, Leif  ",2375,23
2000,FAI,"Kristensen, Leif  ",2375,23
2001,FAI,"Nilssen, John Arni",2371,24
2002,FAI,"Rodgaard, John",2365,20
2003,FAI,"Nilssen, John Arni",2369,26
2004,FAI,"Nilssen, John Arni",2426,35
2005,FAI,"Nilssen, John Arni",2390,42
2006,FAI,undefined,2356,46
2007,FAI,"Ziska, Helgi Dam",2388,48
2008,FAI,"Ziska, Helgi Dam",2406,58
2009,FAI,"Ziska, Helgi Dam",2420,66
2010,FAI,"Ziska, Helgi Dam",2432,68
2011,FAI,"Ziska, Helgi Dam",2428,75
2012,FAI,"Ziska, Helgi Dam",2460,79
2013,FAI,"Ziska, Helgi Dam",2474,87
2014,FAI,"Ziska, Helgi Dam",2484,93
2015,FAI,"Ziska, Helgi Dam",2510,104
2016,FAI,"Ziska, Helgi Dam",2534,125
2017,FAI,"Ziska, Helgi Dam",2555,147
2018,FAI,"Ziska, Helgi Dam",2549,159
2019,FAI,"Ziska, Helgi Dam",2544,163
2020,FAI,"Ziska, Helgi Dam",2539,176
1975,CHN,"Torres,L. ",2250,2
1976,CHN,Nieves  ,2250,2
1978,CHN,"Xu,Hongshun  ",2280,3
1979,CHN,Qi Jingxuan  ,2415,9
1980,CHN,Liu Wenze  ,2430,8
1981,CHN,Qi Jingxuan  ,2420,14
1982,CHN,Qi Jingxuan  ,2420,17
1983,CHN,Qi Jingxuan  ,2430,15
1984,CHN,"Ye,Jiangchuan  ",2455,21
1985,CHN,"Li,Zunian  ",2455,21
1986,CHN,Qi Jingxuan  ,2490,21
1987,CHN,"Xu,Jun  ",2495,16
1988,CHN,"Xu,Jun  ",2505,25
1989,CHN,"Wang,Zili  ",2515,29
1990,CHN,"Ye,Jiangchuan  ",2530,32
1991,CHN,"Ye,Rongguang  ",2545,50
1992,CHN,"Ye,Jiangchuan  ",2545,54
1993,CHN,"Lin,Weiguo  ",2545,55
1994,CHN,"Ye,Jiangchuan  ",2555,57
1995,CHN,"Ye,Jiangchuan  ",2575,76
1996,CHN,"Ye,Jiangchuan  ",2560,87
1997,CHN,"Wang,Zili  ",2530,94
1998,CHN,"Peng,Xiaomin  ",2535,72
1999,CHN,"Peng, Xiaomin  ",2565,103
2000,CHN,"Peng, Xiaomin  ",2624,203
2001,CHN,"Ye, Jiangchuan",2671,220
2002,CHN,"Ye, Jiangchuan",2676,201
2003,CHN,"Ye, Jiangchuan",2682,271
2004,CHN,"Ye, Jiangchuan",2681,300
2005,CHN,"Ye, Jiangchuan",2648,309
2006,CHN,undefined,2645,324
2007,CHN,"Bu, Xiangzhi",2644,329
2008,CHN,"Wang, Yue",2698,354
2009,CHN,"Wang, Yue",2739,376
2010,CHN,"Wang, Yue",2749,396
2011,CHN,"Wang, Yue",2734,425
2012,CHN,"Wang, Hao",2733,468
2013,CHN,"Wang, Hao",2752,526
2014,CHN,"Wang, Hao",2734,569
2015,CHN,"Ding, Liren",2732,653
2016,CHN,"Ding, Liren",2766,777
2017,CHN,"Ding, Liren",2760,930
2018,CHN,"Ding, Liren",2769,1168
2019,CHN,"Ding, Liren",2813,1411
2020,CHN,"Ding, Liren",2805,1720
1978,IRQ,Al Attar  ,2330,1
1981,IRQ,Al Attar  ,2310,3
1982,IRQ,Al Attar  ,2310,3
1983,IRQ,Al Attar  ,2310,3
1985,IRQ,Mahdi  ,2210,4
1986,IRQ,Mahdi  ,2210,4
1987,IRQ,"Hermiz,A. ",2250,10
1988,IRQ,"Hermiz,A. ",2220,10
1989,IRQ,"Samer,I. ",2330,12
1990,IRQ,"Samer,I.M. ",2330,12
1991,IRQ,"Taha,Mohamad  ",2350,15
1992,IRQ,"Taha,Mohamad  ",2350,15
1993,IRQ,"Abdul.Wahab,A.",2430,26
1994,IRQ,"Sarsam,S.A  ",2490,38
1995,IRQ,"Hussein,H.A  ",2435,45
1996,IRQ,"Hussein,H.A  ",2435,61
1997,IRQ,"Hussein,H.A  ",2405,80
1998,IRQ,"Hussein,H.A  ",2405,95
1999,IRQ,"Hussein, H.A. ",2405,105
2000,IRQ,"Sarsam, S.A  ",2439,124
2001,IRQ,"Hussein, H.A.",2398,129
2002,IRQ,"Sarsam, S.A.",2404,88
2003,IRQ,"Sarsam, S.A.",2418,140
2004,IRQ,"Sarsam, S.A.",2415,146
2005,IRQ,"Sarsam, S.A.",2399,156
2006,IRQ,undefined,2399,158
2007,IRQ,"Hussein, H.A.",2386,170
2008,IRQ,"Sarsam, S.A.",2388,174
2009,IRQ,Saad A.I.Sarsam,2392,185
2010,IRQ,Saad A.I.Sarsam,2402,220
2011,IRQ,"Noah, A .H. Al-Ali",2393,249
2012,IRQ,"Taha, Mohamad",2380,276
2013,IRQ,Saad A.I.Sarsam,2381,305
2014,IRQ,"Noah, A .H. Al-Ali",2395,333
2015,IRQ,"Obada, Ahmad AzeezJawad",2396,371
2016,IRQ,"Obada, Ahmad AzeezJawad",2401,444
2017,IRQ,"Obada, Ahmad AzeezJawad",2400,514
2018,IRQ,"Obada, Ahmad AzeezJawad",2398,596
2019,IRQ,"Al-Saffar, Araz Basim Mohammed S",2387,678
2020,IRQ,"Al-Saffar, Araz Basim Mohammed S",2382,738
1975,ALB,"Muller,W. ",2440,5
1981,ALB,"Muco,F. ",2445,6
1982,ALB,"Muco,F. ",2445,6
1983,ALB,"Muco,F. ",2430,7
1984,ALB,"Muco,F. ",2430,5
1985,ALB,"Muco,F. ",2415,6
1986,ALB,"Muco,F. ",2435,6
1987,ALB,"Muco,F. ",2435,6
1988,ALB,"Muco,F. ",2435,6
1989,ALB,"Muco,F. ",2425,6
1990,ALB,"Muco,F. ",2440,6
1991,ALB,"Muco,Fatos  ",2460,14
1992,ALB,"Muco,Fatos  ",2450,14
1993,ALB,"Muco,Fatos  ",2450,15
1994,ALB,"Muco,Fatos  ",2430,14
1995,ALB,"Muco,Fatos  ",2430,15
1996,ALB,"Muco,Fatos  ",2425,16
1997,ALB,"Cela,Altin  ",2450,17
1998,ALB,"Dervishi,Erald  ",2450,15
1999,ALB,"Cela, Altin  ",2536,20
2000,ALB,"Cela, Altin  ",2527,24
2001,ALB,"Cela, Altin",2483,25
2002,ALB,"Dervishi, Erald",2525,21
2003,ALB,"Dervishi, Erald",2530,27
2004,ALB,"Dervishi, Erald",2490,32
2005,ALB,"Cela, Altin",2485,35
2006,ALB,undefined,2491,37
2007,ALB,"Dervishi, Erald",2537,43
2008,ALB,"Dervishi, Erald",2543,48
2009,ALB,"Dervishi, Erald",2545,61
2010,ALB,"Dervishi, Erald",2557,68
2012,ALB,"Dervishi, Erald",2540,85
2013,ALB,"Dervishi, Erald",2546,97
2014,ALB,"Dervishi, Erald",2576,105
2015,ALB,"Dervishi, Erald",2568,128
2016,ALB,"Dervishi, Erald",2564,122
2017,ALB,"Dervishi, Erald",2552,134
2018,ALB,"Dervishi, Erald",2559,167
2019,ALB,"Dervishi, Erald",2559,216
2020,ALB,"Dervishi, Erald",2527,242
1979,GUY,"Broomes,G. ",2210,1
1980,GUY,"Broomes,G. ",2210,1
1981,GUY,"Broomes,M. ",2230,2
1982,GUY,"Broomes,G. ",2225,2
1983,GUY,"Broomes,G. ",2225,2
1984,GUY,"Broomes,M. ",2210,1
1985,GUY,"Broomes,M. ",2210,1
1991,GUY,"Broomes, Maurice  ",2210,1
1992,GUY,"Broomes, Maurice  ",2210,1
1993,GUY,"Broomes, Maurice  ",2215,1
1994,GUY,"Broomes, Maurice  ",2215,1
1995,GUY,"Broomes, Maurice  ",2215,1
1996,GUY,"Broomes, Maurice  ",2215,1
1997,GUY,"Broomes, Maurice  ",2215,1
1999,GUY,"Broomes, Maurice  ",2215,1
2000,GUY,"Broomes, Maurice  ",2215,1
2001,GUY,"Broomes, Maurice",2215,1
2011,GUY,"Khan, Taffin",1727,6
2012,GUY,"Khan, Taffin",1809,6
2013,GUY,"Khan, Taffin",1798,7
2014,GUY,"Fredericks, Jason",1982,10
2015,GUY,"Fredericks, Jason",1965,15
2016,GUY,"Fredericks, Jason",1965,16
2017,GUY,"Meusa, Wendell",1967,22
2018,GUY,"Meusa, Wendell",1967,23
2019,GUY,"Drayton, Anthony",2030,29
2020,GUY,"Meusa, Wendell",1988,47
1980,MAS,Hon Kah Seng  ,2205,1
1981,MAS,Liew  ,2240,2
1982,MAS,Liew  ,2240,2
1983,MAS,Liew  ,2310,7
1984,MAS,Liew  ,2365,13
1985,MAS,Liew  ,2395,18
1986,MAS,Liew  ,2385,20
1987,MAS,Liew  ,2415,22
1988,MAS,Liew  ,2365,20
1989,MAS,Liew  ,2355,23
1990,MAS,"Liew,Ch.-M.-J. ",2355,21
1991,MAS,"Liew,Chee-Meng-Jimmy  ",2340,20
1992,MAS,"Liew,Chee-Meng-Jimmy  ",2335,21
1993,MAS,"Liew,Chee-Meng-Jimmy  ",2335,24
1994,MAS,"Liew,Chee-Meng-Jimmy  ",2335,24
1995,MAS,"Long, Peter  ",2350,26
1996,MAS,"Long, Peter  ",2350,42
1997,MAS,"Long, Peter  ",2350,47
1998,MAS,"Mas,Hafizulhelmi  ",2375,30
1999,MAS,"Mas, Hafizulhelmi  ",2401,63
2000,MAS,"Mas, Hafizulhelmi  ",2413,58
2001,MAS,"Mas, Hafizulhelmi",2456,60
2002,MAS,"Mas, Hafizulhelmi",2429,19
2003,MAS,"Mas, Hafizulhelmi",2421,81
2004,MAS,"Mas, Hafizulhelmi",2404,88
2005,MAS,"Mas, Hafizulhelmi",2413,114
2006,MAS,undefined,2413,123
2007,MAS,"Wong, Zi Jing",2414,142
2008,MAS,"Wong, Zi Jing",2414,164
2009,MAS,"Mas, Hafizulhelmi",2421,200
2010,MAS,"Mas, Hafizulhelmi",2420,232
2011,MAS,"Mas, Hafizulhelmi",2418,293
2012,MAS,"Wong, Zi Jing",2410,369
2013,MAS,"Wong, Zi Jing",2410,428
2014,MAS,"Wong, Zi Jing",2410,479
2015,MAS,"Wong, Zi Jing",2410,578
2016,MAS,"Wong, Zi Jing",2410,723
2017,MAS,"Yeoh, Li Tian",2449,942
2018,MAS,"Yeoh, Li Tian",2491,1140
2019,MAS,"Yeoh, Li Tian",2508,1520
2020,MAS,"Yeoh, Li Tian",2523,1877
1980,BAN,"Murshed,",2230,1
1981,BAN,"Murshed,",2255,2
1982,BAN,"Murshed,",2305,6
1983,BAN,"Murshed,",2380,9
1984,BAN,"Murshed,",2410,8
1985,BAN,"Murshed,",2415,11
1986,BAN,"Murshed,",2415,12
1987,BAN,"Murshed,",2450,13
1988,BAN,"Murshed,",2455,13
1989,BAN,"Murshed,",2475,13
1990,BAN,"Murshed,N. ",2475,12
1991,BAN,"Murshed,Niaz  ",2465,13
1992,BAN,"Murshed,Niaz  ",2505,15
1993,BAN,"Murshed,Niaz  ",2520,23
1994,BAN,"Murshed,Niaz  ",2520,26
1995,BAN,"Murshed,Niaz  ",2520,34
1996,BAN,"Murshed,Niaz  ",2510,42
1997,BAN,"Murshed,Niaz  ",2505,52
1998,BAN,"Rahman,Ziaur  ",2485,53
1999,BAN,"Rahman, Ziaur  ",2498,76
2000,BAN,"Rahman, Ziaur  ",2465,84
2001,BAN,"Reefat, Bin-Sattar",2458,106
2002,BAN,"Rahman, Ziaur",2510,90
2003,BAN,"Rahman, Ziaur",2542,142
2004,BAN,"Rahman, Ziaur",2492,183
2005,BAN,"Rahman, Ziaur",2523,227
2006,BAN,undefined,2557,270
2007,BAN,"Rahman, Ziaur",2541,303
2008,BAN,"Hossain, Enamul",2522,355
2009,BAN,"Abdulla, Al-Rakib",2535,412
2010,BAN,"Rahman, Ziaur",2548,451
2011,BAN,"Rahman, Ziaur",2528,494
2012,BAN,"Rahman, Ziaur",2523,505
2013,BAN,"Rahman, Ziaur",2526,559
2014,BAN,"Abdulla, Al-Rakib",2518,614
2015,BAN,"Abdulla, Al-Rakib",2522,683
2016,BAN,"Rahman, Ziaur",2502,839
2017,BAN,"Rahman, Ziaur",2517,985
2018,BAN,"Mollah Abdullah, Al Rakib",2472,1160
2019,BAN,"Rahman, Ziaur",2470,1301
2020,BAN,"Mollah Abdullah, Al Rakib",2463,1465
1979,ISV,Van Vliet  ,2350,1
1980,ISV,Van Vliet  ,2330,1
1983,ISV,"Van Tilbury,C. ",2210,2
1984,ISV,"Van Tilbury,C. ",2210,1
1985,ISV,"Van Tilbury,C. ",2285,2
1986,ISV,"Van Tilbury,C. ",2310,2
1987,ISV,"Van Tilbury,C. ",2310,1
1988,ISV,"Van Tilbury,C. ",2310,1
1989,ISV,"Van Tilbury,C. ",2310,4
1990,ISV,"Van Tilbury,C. ",2310,4
1991,ISV,"Van.Tilbury,Craig  ",2295,5
1992,ISV,"Van.Tilbury,Craig  ",2295,5
1993,ISV,"Van.Tilbury,Craig  ",2295,6
1994,ISV,"Van.Tilbury,Craig  ",2290,6
1995,ISV,"Van.Tilbury,Craig  ",2285,6
1996,ISV,"Van.Tilbury,Craig  ",2285,6
1997,ISV,"Van.Tilbury,Craig  ",2285,6
1998,ISV,"Jackson,R  ",2220,1
1999,ISV,"Van Tilbury, Craig  ",2285,6
2000,ISV,"Van Tilbury, Craig  ",2285,6
2001,ISV,"Van Tilbury, Craig",2289,6
2003,ISV,"Van Tilbury, Craig",2309,6
2004,ISV,"Van Tilbury, Craig",2309,6
2005,ISV,"O'Donnell, M",2270,8
2006,ISV,undefined,2270,8
2007,ISV,"O'Donnell, M",2270,8
2008,ISV,"O'Donnell, M",2270,8
2009,ISV,"O'Donnell, M",2270,8
2010,ISV,"O'Donnell, M",2270,10
2011,ISV,"Mctigue, James",2205,4
2012,ISV,"Mctigue, James",2205,5
2013,ISV,"Mctigue, James",2205,9
2014,ISV,"Mctigue, James",2205,9
2015,ISV,"Mctigue, James",2205,9
2016,ISV,"Mctigue, James",2205,10
2017,ISV,"Massana, Jorge",2178,11
2018,ISV,"Massana, Jorge",2178,11
2019,ISV,"Massana, Jorge",2178,12
2020,ISV,"Massana, Jorge",2178,13
1981,EGY,"Fatin,T. ",2240,2
1982,EGY,"Afifi,A.-A. ",2370,2
1983,EGY,"Afifi,A.-A. ",2350,7
1984,EGY,"Afifi,A.-A. ",2350,6
1985,EGY,"Afifi,A.-A. ",2370,8
1986,EGY,"Afifi,A.-A. ",2350,8
1987,EGY,"Afifi,A.-A. ",2375,10
1988,EGY,"Afifi,A.-A. ",2375,12
1989,EGY,"Afifi,A.-A. ",2390,14
1990,EGY,"Afifi,A. ",2405,16
1991,EGY,"El.Taher,Fouad  ",2400,19
1992,EGY,"El.Taher,Fouad  ",2400,24
1993,EGY,"Mahdy, Khaled  ",2420,25
1994,EGY,"Mahdy, Khaled  ",2440,32
1995,EGY,"Mahdy, Khaled  ",2425,44
1996,EGY,"El.Taher,Fouad  ",2445,43
1997,EGY,"El.Taher,Fouad  ",2445,47
1998,EGY,"Mohamed,Esam.Ahmed.Nagib  ",2485,68
1999,EGY,"El Taher, Fouad  ",2468,93
2000,EGY,"El Taher, Fouad  ",2471,121
2001,EGY,"El Taher, Fouad",2481,163
2002,EGY,"El Taher, Fouad",2502,168
2003,EGY,"El Taher, Fouad",2493,234
2004,EGY,"El Gindy, Essam",2502,265
2005,EGY,"El Gindy, Essam",2509,293
2006,EGY,undefined,2524,310
2007,EGY,"El Gindy, Essam",2523,332
2008,EGY,"Adly, Ahmed",2551,353
2009,EGY,"Adly, Ahmed",2568,381
2010,EGY,"Adly, Ahmed",2591,441
2011,EGY,"Adly, Ahmed",2640,494
2012,EGY,"Amin, Bassem",2608,566
2013,EGY,"Amin, Bassem",2631,651
2014,EGY,"Amin, Bassem",2665,710
2015,EGY,"Amin, Bassem",2634,959
2016,EGY,"Amin, Bassem",2665,1235
2017,EGY,"Amin, Bassem",2666,1563
2018,EGY,"Amin, Bassem",2693,1821
2019,EGY,"Amin, Bassem",2712,2021
2020,EGY,"Amin, Bassem",2673,2303
1982,CYP,"Martidis,A. ",2250,2
1983,CYP,"Martidis,A. ",2300,3
1984,CYP,"Martidis,A. ",2320,2
1985,CYP,"Martidis,A. ",2240,5
1986,CYP,"Martidis,A. ",2235,4
