year,fed,best_name,best_rating,num_players
2012,FIN,"Nyback, Tomi",2634,586
2013,FIN,"Nyback, Tomi",2601,639
2014,FIN,"Nyback, Tomi",2589,696
2015,FIN,"Nyback, Tomi",2599,746
2016,FIN,"Nyback, Tomi",2575,818
2017,FIN,"Nyback, Tomi",2582,905
2018,FIN,"Nyback, Tomi",2576,971
2019,FIN,"Nyback, Tomi",2569,1043
2020,FIN,"Nyback, Tomi",2576,1103
1975,BUL,"Radulov,I. ",2510,69
1976,BUL,"Radulov,I. ",2515,73
1977,BUL,"Radulov,I. ",2500,82
1978,BUL,"Ermenkov,E. ",2520,93
1979,BUL,"Ermenkov,E. ",2495,103
1980,BUL,"Ermenkov,E. ",2495,114
1981,BUL,"Ermenkov,E. ",2490,117
1982,BUL,"Radulov,I. ",2505,126
1983,BUL,"Inkiov,V. ",2500,118
1984,BUL,"Donchev,D. ",2490,113
1985,BUL,"Georgiev,Kir. ",2535,127
1986,BUL,"Georgiev,Kir. ",2545,140
1987,BUL,"Georgiev,Kir. ",2590,153
1988,BUL,"Georgiev,Kir. ",2595,181
1989,BUL,"Georgiev,Kir. ",2590,199
1990,BUL,"Georgiev,Ki. ",2605,220
1991,BUL,"Georgiev,Kiril  ",2585,261
1992,BUL,"Georgiev,Kiril  ",2605,265
1993,BUL,"Georgiev,Kiril  ",2660,287
1994,BUL,"Topalov,Veselin  ",2640,296
1995,BUL,"Topalov,Veselin  ",2630,313
1996,BUL,"Topalov,Veselin  ",2700,333
1997,BUL,"Topalov,Veselin  ",2725,353
1998,BUL,"Topalov,Veselin  ",2740,251
1999,BUL,"Topalov, Veselin  ",2700,380
2000,BUL,"Topalov, Veselin  ",2702,383
2001,BUL,"Topalov, Veselin",2718,399
2002,BUL,"Topalov, Veselin",2739,222
2003,BUL,"Topalov, Veselin",2743,435
2004,BUL,"Topalov, Veselin",2735,450
2005,BUL,"Topalov, Veselin",2757,491
2006,BUL,undefined,2801,522
2007,BUL,"Topalov, Veselin",2783,576
2008,BUL,"Topalov, Veselin",2780,623
2009,BUL,"Topalov, Veselin",2796,668
2010,BUL,"Topalov, Veselin",2805,751
2011,BUL,"Topalov, Veselin",2775,831
2012,BUL,"Topalov, Veselin",2770,930
2013,BUL,"Topalov, Veselin",2771,1008
2014,BUL,"Topalov, Veselin",2785,1070
2015,BUL,"Topalov, Veselin",2800,1183
2016,BUL,"Topalov, Veselin",2780,1387
2017,BUL,"Topalov, Veselin",2739,1559
2019,BUL,"Topalov, Veselin",2740,1735
2020,BUL,"Topalov, Veselin",2738,1837
1975,SWE,"Andersson,U. ",2565,40
1976,SWE,"Andersson,U. ",2585,44
1977,SWE,"Andersson,U. ",2565,52
1978,SWE,"Andersson,U. ",2545,53
1979,SWE,"Andersson,U. ",2560,60
1980,SWE,"Andersson,U. ",2590,65
1981,SWE,"Andersson,U. ",2610,72
1982,SWE,"Andersson,U. ",2605,68
1983,SWE,"Andersson,U. ",2635,56
1984,SWE,"Andersson,U. ",2630,58
1985,SWE,"Andersson,U. ",2575,71
1986,SWE,"Andersson,U. ",2585,79
1987,SWE,"Andersson,U. ",2600,84
1988,SWE,"Andersson,U. ",2605,102
1989,SWE,"Andersson,U. ",2620,117
1990,SWE,"Andersson,U. ",2630,132
1991,SWE,"Andersson,Ulf  ",2640,182
1992,SWE,"Andersson,Ulf  ",2605,191
1993,SWE,"Andersson,Ulf  ",2625,230
1994,SWE,"Andersson,Ulf  ",2620,273
1995,SWE,"Andersson,Ulf  ",2630,303
1996,SWE,"Andersson,Ulf  ",2630,337
1997,SWE,"Andersson,Ulf  ",2655,369
1998,SWE,"Andersson,Ulf  ",2635,302
1999,SWE,"Andersson, Ulf  ",2623,453
2000,SWE,"Andersson, Ulf  ",2625,486
2001,SWE,"Andersson, Ulf",2640,498
2002,SWE,"Andersson, Ulf",2598,309
2003,SWE,"Hellers, Ferdinand",2605,575
2004,SWE,"Agrest, Evgenij",2616,622
2005,SWE,"Hellers, Ferdinand",2605,675
2006,SWE,undefined,2605,719
2007,SWE,"Hellers, Ferdinand",2605,752
2008,SWE,"Hellers, Ferdinand",2599,799
2009,SWE,"Berg, Emanuel",2606,849
2010,SWE,"Hellers, Ferdinand",2598,913
2011,SWE,"Berg, Emanuel",2627,997
2012,SWE,"Agrest, Evgenij",2599,1109
2013,SWE,"Agrest, Evgenij",2599,1236
2014,SWE,"Hellers, Ferdinand",2599,1414
2015,SWE,"Grandelius, Nils",2602,1660
2016,SWE,"Grandelius, Nils",2635,2116
2017,SWE,"Grandelius, Nils",2642,2693
2018,SWE,"Grandelius, Nils",2647,3189
2019,SWE,"Grandelius, Nils",2682,3543
2020,SWE,"Grandelius, Nils",2673,3874
1975,ITA,"Mariotti,S. ",2495,19
1976,ITA,"Mariotti,S. ",2470,26
1977,ITA,"Mariotti,S. ",2490,33
1978,ITA,"Toth,B. ",2480,36
1979,ITA,"Mariotti,S. ",2485,37
1980,ITA,"Mariotti,S. ",2500,39
1981,ITA,"Tatai,S. ",2495,45
1982,ITA,"Mariotti,S. ",2455,50
1983,ITA,"Mariotti,S. ",2445,44
1984,ITA,"Mariotti,S. ",2445,42
1985,ITA,"Tatai,S. ",2475,48
1986,ITA,"Mariotti,S. ",2445,58
1987,ITA,"Braga,F. ",2445,77
1988,ITA,"Mariotti,S. ",2440,78
1989,ITA,"Braga,F. ",2455,94
1990,ITA,"Braga,F. ",2480,124
1991,ITA,"Efimov,Igor  ",2470,163
1992,ITA,"Efimov,Igor  ",2470,175
1993,ITA,"Efimov,Igor  ",2500,212
1994,ITA,"Godena,Michele  ",2480,261
1995,ITA,"Zilberstein, David  ",2500,322
1996,ITA,"Zilberstein, David  ",2500,387
1997,ITA,"Godena,Michele  ",2545,450
1998,ITA,"Efimov,Igor  ",2525,446
1999,ITA,"Godena, Michele  ",2552,597
2000,ITA,"Efimov, Igor  ",2537,652
2001,ITA,"Zilberstein, David",2500,710
2002,ITA,"Bellini, Fabio",2500,555
2003,ITA,"Godena, Michele",2524,827
2004,ITA,"Godena, Michele",2515,1010
2005,ITA,"Godena, Michele",2544,1266
2006,ITA,undefined,2505,1589
2007,ITA,"Godena, Michele",2533,1992
2008,ITA,"Caruana, Fabiano",2598,2426
2009,ITA,"Caruana, Fabiano",2646,2933
2010,ITA,"Caruana, Fabiano",2675,3492
2011,ITA,"Caruana, Fabiano",2721,4087
2012,ITA,"Caruana, Fabiano",2736,4673
2013,ITA,"Caruana, Fabiano",2781,5195
2014,ITA,"Caruana, Fabiano",2782,5687
2015,ITA,"Caruana, Fabiano",2820,6330
2016,ITA,"David, Alberto",2597,7203
2017,ITA,"Vocaturo, Daniele",2606,7978
2018,ITA,"Vocaturo, Daniele",2609,8805
2019,ITA,"Vocaturo, Daniele",2626,9558
2020,ITA,"Vocaturo, Daniele",2622,10242
1975,ROM,"Gheorghiu,F. ",2540,47
1976,ROM,"Gheorghiu,F. ",2540,47
1977,ROM,"Gheorghiu,F. ",2545,58
1978,ROM,"Gheorghiu,F. ",2520,51
1979,ROM,"Gheorghiu,F. ",2540,65
1980,ROM,"Gheorghiu,F. ",2605,74
1981,ROM,"Gheorghiu,F. ",2545,83
1982,ROM,"Gheorghiu,F. ",2550,99
1983,ROM,"Suba,M. ",2535,111
1984,ROM,"Suba,M. ",2525,106
1985,ROM,"Gheorghiu,F. ",2530,114
1986,ROM,"Suba,M. ",2545,131
1987,ROM,"Suba,M. ",2560,138
1988,ROM,"Suba,M. ",2550,171
1989,ROM,"Gheorghiu,F. ",2515,186
1990,ROM,"Badea-Takacs,B. ",2495,205
1991,ROM,"Suba,Mihai  ",2540,234
1992,ROM,"Marin,Mihail  ",2525,245
1993,ROM,"Suba,Mihai  ",2520,317
1994,ROM,"Crisan,Alexandru  ",2530,367
1995,ROM,"Marin,Mihail  ",2540,406
1996,ROM,"Suba,Mihai  ",2565,485
1997,ROM,"Istratescu,Andrei  ",2545,547
1998,ROM,"Crisan,Alexandru  ",2635,526
1999,ROM,"Nisipeanu, Liviu-Dieter  ",2594,644
2000,ROM,"Nisipeanu, Liviu-Dieter  ",2611,678
2001,ROM,"Crisan, Alexandru",2635,718
2002,ROM,"Nisipeanu, Liviu-Dieter",2608,525
2003,ROM,"Istratescu, Andrei",2593,813
2004,ROM,"Nisipeanu, Liviu-Dieter",2678,640
2005,ROM,"Nisipeanu, Liviu-Dieter",2673,747
2006,ROM,undefined,2693,865
2007,ROM,"Nisipeanu, Liviu-Dieter",2689,968
1975,CAN,"Kupreichik,V. ",2460,18
1976,CAN,"Kupreichik,V. ",2490,21
1977,CAN,Suttles  ,2470,23
1978,CAN,Suttles  ,2470,24
1979,CAN,"Biyiasas,P. ",2485,30
1980,CAN,"Kupreichik,V. ",2535,37
1981,CAN,"Kupreichik,V. ",2575,43
1982,CAN,"Kupreichik,V. ",2570,53
1983,CAN,"Ivanov,I.V. ",2530,59
1984,CAN,"Ivanov,I.V. ",2550,56
1985,CAN,"Spraggett,K. ",2560,60
1986,CAN,"Spraggett,K. ",2535,58
1987,CAN,"Spraggett,K. ",2550,58
1988,CAN,"Spraggett,K. ",2580,72
1989,CAN,"Spraggett,K. ",2575,73
1990,CAN,"Spraggett,K. ",2555,70
1991,CAN,"Spraggett,Kevin  ",2495,98
1992,CAN,"Spraggett,Kevin  ",2545,101
1993,CAN,"Spraggett,Kevin  ",2565,120
1994,CAN,"Spraggett,Kevin  ",2550,124
1995,CAN,"Spraggett,Kevin  ",2520,132
1996,CAN,"Spraggett,Kevin  ",2545,148
1997,CAN,"Spraggett,Kevin  ",2580,173
1998,CAN,"Spraggett,Kevin  ",2565,130
1999,CAN,"Spraggett, Kevin  ",2523,206
2000,CAN,"Lesiege, Alexandre  ",2582,222
2001,CAN,"Lesiege, Alexandre",2582,244
2002,CAN,"Lesiege, Alexandre",2572,160
2003,CAN,"Lesiege, Alexandre",2528,297
2004,CAN,"Spraggett, Kevin",2536,327
2005,CAN,"Spraggett, Kevin",2589,376
2006,CAN,undefined,2581,403
2007,CAN,"Spraggett, Kevin",2633,419
2008,CAN,"Spraggett, Kevin",2588,449
2009,CAN,"Spraggett, Kevin",2585,484
2010,CAN,"Spraggett, Kevin",2586,517
2011,CAN,"Bluvshtein, Mark",2590,574
2012,CAN,"Bluvshtein, Mark",2590,631
2013,CAN,"Bluvshtein, Mark",2590,707
2014,CAN,"Kovalyov, Anton",2617,777
2015,CAN,"Kovalyov, Anton",2619,867
2016,CAN,"Bareev, Evgeny",2675,1034
2017,CAN,"Bareev, Evgeny",2666,1180
2018,CAN,"Bareev, Evgeny",2666,1358
2019,CAN,"Bareev, Evgeny",2650,1573
2020,CAN,"Bareev, Evgeny",2638,1827
1975,CSR,"Hort,V. ",2600,53
1976,CSR,"Smejkal,J. ",2615,61
1977,CSR,"Hort,V. ",2620,67
1978,CSR,"Hort,V. ",2620,68
1979,CSR,"Hort,V. ",2600,71
1980,CSR,"Hort,V. ",2595,96
1981,CSR,"Hort,V. ",2575,108
1982,CSR,"Hort,V. ",2590,103
1983,CSR,"Hort,V. ",2585,106
1984,CSR,"Hort,V. ",2615,118
1985,CSR,"Hort,V. ",2560,122
1986,CSR,"Smejkal,J. ",2550,134
1987,CSR,"Ftacnik,L. ",2540,134
1988,CSR,"Ftacnik,L. ",2570,164
1989,CSR,"Ftacnik,L. ",2550,207
1990,CSR,"Ftacnik,L. ",2560,240
1975,SUI,"Kortchnoi,V. ",2665,25
1976,SUI,"Kortchnoi,V. ",2670,24
1977,SUI,"Kortchnoi,V. ",2645,20
1978,SUI,"Kortchnoi,V. ",2665,21
1979,SUI,"Kortchnoi,V. ",2695,25
1980,SUI,"Kortchnoi,V. ",2695,30
1981,SUI,"Kortchnoi,V. ",2650,35
1982,SUI,"Kortchnoi,V. ",2645,38
1983,SUI,"Kortchnoi,V. ",2600,43
1984,SUI,"Kortchnoi,V. ",2635,52
1985,SUI,"Kortchnoi,V. ",2630,57
1986,SUI,"Kortchnoi,V. ",2635,60
1987,SUI,"Kortchnoi,V. ",2625,63
1988,SUI,"Kortchnoi,V. ",2640,74
1989,SUI,"Kortchnoi,V. ",2610,77
1990,SUI,"Kortschnoj,V. ",2625,85
1991,SUI,"Korchnoi,Viktor  ",2615,116
1992,SUI,"Korchnoi,Viktor  ",2585,121
1993,SUI,"Korchnoi,Viktor  ",2605,143
1994,SUI,"Korchnoi,Viktor  ",2615,172
1995,SUI,"Korchnoi,Viktor  ",2635,197
1996,SUI,"Korchnoi,Viktor  ",2645,226
1997,SUI,"Korchnoi,Viktor  ",2635,258
1998,SUI,"Milov,Vadim  ",2635,230
1999,SUI,"Korchnoi, Viktor  ",2673,324
2000,SUI,"Korchnoi, Viktor  ",2659,360
2001,SUI,"Korchnoi, Viktor",2639,396
2002,SUI,"Korchnoi, Viktor",2633,318
2003,SUI,"Korchnoi, Viktor",2642,493
2004,SUI,"Milov, Vadim",2632,574
2005,SUI,"Milov, Vadim",2668,660
2006,SUI,undefined,2638,778
2007,SUI,"Milov, Vadim",2665,875
2008,SUI,"Milov, Vadim",2690,1008
2009,SUI,"Milov, Vadim",2669,1128
2010,SUI,"Milov, Vadim",2644,1248
2011,SUI,"Milov, Vadim",2653,1355
2012,SUI,"Milov, Vadim",2653,1476
2013,SUI,"Milov, Vadim",2643,1581
2014,SUI,"Milov, Vadim",2622,1705
2015,SUI,"Milov, Vadim",2619,1862
2016,SUI,"Milov, Vadim",2615,2026
2017,SUI,"Milov, Vadim",2620,2187
2018,SUI,"Bogner, Sebastian",2590,2371
2019,SUI,"Milov, Vadim",2603,2531
2020,SUI,"Milov, Vadim",2605,2707
1975,DEN,"Larsen,B. ",2625,30
1976,DEN,"Larsen,B. ",2625,33
1977,DEN,"Larsen,B. ",2615,50
1978,DEN,"Larsen,B. ",2620,47
1979,DEN,"Larsen,B. ",2620,54
1980,DEN,"Larsen,B. ",2590,60
1981,DEN,"Larsen,B. ",2610,66
1982,DEN,"Larsen,B. ",2605,66
1983,DEN,"Larsen,B. ",2555,57
1984,DEN,"Larsen,B. ",2565,53
1985,DEN,"Larsen,B. ",2520,60
1986,DEN,"Larsen,B. ",2575,61
1987,DEN,"Larsen,B. ",2565,64
1988,DEN,"Larsen,B. ",2570,69
1989,DEN,"Larsen,B. ",2580,89
1990,DEN,"Hansen,Cu. ",2570,99
1991,DEN,"Hansen,Curt  ",2565,154
1992,DEN,"Hansen,Curt  ",2620,164
1993,DEN,"Hansen,Curt  ",2610,174
1994,DEN,"Hansen,Curt  ",2580,222
1995,DEN,"Hansen,Curt  ",2630,255
1996,DEN,"Hansen,Curt  ",2615,291
1997,DEN,"Hansen,Curt  ",2605,330
1998,DEN,"Hansen,Curt  ",2595,299
1999,DEN,"Hansen, Curt  ",2608,395
2000,DEN,"Hansen, Curt  ",2618,418
2001,DEN,"Hansen, Curt",2619,454
2002,DEN,"Nielsen, Peter Heine",2642,345
2003,DEN,"Nielsen, Peter Heine",2620,534
2004,DEN,"Nielsen, Peter Heine",2638,605
2005,DEN,"Nielsen, Peter Heine",2648,714
2006,DEN,undefined,2644,808
2007,DEN,"Nielsen, Peter Heine",2651,905
2008,DEN,"Nielsen, Peter Hei",2625,1023
2009,DEN,"Nielsen, Peter Heine",2660,1180
2010,DEN,"Nielsen, Peter Heine",2697,1314
2011,DEN,"Nielsen, Peter Heine",2670,1489
2012,DEN,"Nielsen, Peter Heine",2693,1663
2013,DEN,"Nielsen, Peter Heine",2656,1849
2014,DEN,"Nielsen, Peter Heine",2652,2074
2015,DEN,"Nielsen, Peter Heine",2654,2369
2016,DEN,"Nielsen, Peter Heine",2649,2831
2017,DEN,"Nielsen, Peter Heine",2645,3239
2018,DEN,"Nielsen, Peter Heine",2637,3567
2019,DEN,"Nielsen, Peter Heine",2635,3859
2020,DEN,"Nielsen, Peter Heine",2617,4088
1975,CUB,"Garcia Gonzales,G. ",2485,30
1976,CUB,"Garcia Gonzales,G. ",2475,38
1977,CUB,"Garcia Gonzales,G. ",2485,44
1978,CUB,"Garcia Gonzales,G. ",2535,58
1979,CUB,"Hernandez,Rom. ",2500,59
1980,CUB,"Garcia Gonzales,G. ",2505,70
1981,CUB,"Garcia Gonzales,G. ",2520,68
1982,CUB,"Nogueiras,J. ",2495,72
1983,CUB,"Garcia Gonzales,G. ",2515,73
1984,CUB,"Garcia Gonzales,G. ",2515,72
1985,CUB,"Nogueiras,J. ",2545,89
1986,CUB,"Nogueiras,J. ",2570,92
1987,CUB,"Nogueiras,J. ",2565,94
1988,CUB,"Nogueiras,J. ",2560,114
1989,CUB,"Nogueiras,J. ",2575,123
1990,CUB,"Nogueiras,J. ",2555,133
1991,CUB,"Nogueiras,Jesus  ",2540,154
1992,CUB,"Nogueiras,Jesus  ",2550,164
1993,CUB,"Nogueiras,Jesus  ",2570,180
1994,CUB,"Nogueiras,Jesus  ",2550,195
1995,CUB,"Nogueiras,Jesus  ",2550,204
1996,CUB,"Gonzalez,Renier  ",2560,230
1997,CUB,"Arencibia,Walter  ",2560,266
1998,CUB,"Arencibia,Walter  ",2535,243
1999,CUB,"Vera, Reynaldo  ",2547,347
2000,CUB,"Bruzon, Lazaro  ",2568,384
2001,CUB,"Bruzon, Lazaro",2584,437
2002,CUB,"Dominguez, Lenier",2594,350
2003,CUB,"Bruzon, Lazaro",2613,472
2004,CUB,"Dominguez, Lenier",2605,552
2005,CUB,"Dominguez, Lenier",2661,627
2006,CUB,undefined,2650,721
2007,CUB,"Dominguez Perez, Lenier",2677,831
2008,CUB,"Dominguez Perez, L",2691,895
2009,CUB,"Dominguez Perez, Leinier",2717,978
2010,CUB,"Dominguez Perez, Leinier",2712,1130
2012,CUB,"Dominguez Perez, Leinier",2730,1310
2013,CUB,"Dominguez Perez, Leinier",2723,1413
2014,CUB,"Dominguez Perez, Leinier",2754,1437
2015,CUB,"Dominguez Perez, Leinier",2726,1565
2016,CUB,"Dominguez Perez, Leinier",2732,1696
2017,CUB,"Dominguez Perez, Leinier",2739,1813
2018,CUB,"Dominguez Perez, Leinier",2739,1911
2019,CUB,"Bruzon Batista, Lazaro",2664,2033
2020,CUB,"Bruzon Batista, Lazaro",2640,2170
1975,ISL,"Olafsson,F. ",2535,26
1976,ISL,"Olafsson,F. ",2550,32
1977,ISL,"Olafsson,F. ",2560,35
1978,ISL,"Olafsson,F. ",2530,33
1979,ISL,"Olafsson,F. ",2555,41
1980,ISL,"Olafsson,F. ",2545,42
1981,ISL,"Olafsson,F. ",2530,42
1982,ISL,"Olafsson,F. ",2530,44
1983,ISL,"Olafsson,F. ",2495,45
1984,ISL,"Arnason,J. ",2500,41
1985,ISL,"Petursson,M. ",2535,46
1986,ISL,"Olafsson,H. ",2545,43
1987,ISL,"Olafsson,H. ",2550,46
1988,ISL,"Hjartarson,J. ",2590,50
1989,ISL,"Hjartarson,J. ",2615,54
1990,ISL,"Olafsson,H. ",2575,56
1991,ISL,"Olafsson,Helgi  ",2595,76
1992,ISL,"Hjartarson,Johann  ",2580,79
1993,ISL,"Hjartarson,Johann  ",2625,86
1994,ISL,"Hjartarson,Johann  ",2595,87
1995,ISL,"Hjartarson,Johann  ",2590,100
1996,ISL,"Petursson,Margeir  ",2585,102
1997,ISL,"Hjartarson,Johann  ",2585,105
1998,ISL,"Hjartarson,Johann  ",2630,60
1999,ISL,"Hjartarson, Johann  ",2630,113
2000,ISL,"Hjartarson, Johann  ",2633,105
2001,ISL,"Hjartarson, Johann",2633,115
2002,ISL,"Stefansson, Hannes",2604,69
2003,ISL,"Hjartarson, Johann",2634,130
2004,ISL,"Hjartarson, Johann",2640,153
2005,ISL,"Hjartarson, Johann",2628,171
2006,ISL,undefined,2619,186
2007,ISL,"Hjartarson, Johann",2594,216
2008,ISL,"Hjartarson, Johann",2596,233
2009,ISL,"Hjartarson, Johann",2596,252
2010,ISL,"Hjartarson, Johann",2585,272
2011,ISL,"Hjartarson, Johann",2582,284
2012,ISL,"Hjartarson, Johann",2585,312
2013,ISL,"Hjartarson, Johann",2592,341
2014,ISL,"Hjartarson, Johann",2580,376
2015,ISL,"Hjartarson, Johann",2576,410
2016,ISL,"Stefansson, Hannes",2600,477
2017,ISL,"Stefansson, Hannes",2570,538
2018,ISL,"Steingrimsson, Hedinn",2574,570
2019,ISL,"Steingrimsson, Hedinn",2561,599
2020,ISL,"Gretarsson, Hjorvar Steinn",2586,635
1975,INA,Suwuh  ,2370,10
1976,INA,Suwuh  ,2370,9
1977,INA,"Suradiradja,H. ",2350,8
1978,INA,"Bachtiar,A. ",2335,7
1979,INA,"Bachtiar,A. ",2390,10
1980,INA,"Kileng,B. ",2370,11
1981,INA,"Ardiansyah,H. ",2420,17
1982,INA,"Ardiansyah,H. ",2395,19
1983,INA,"Ardiansyah,H. ",2450,24
1984,INA,"Ardiansyah,H. ",2450,21
1985,INA,"Gunawan,Ro. ",2440,28
1986,INA,"Gunawan,Ro. ",2440,26
1987,INA,"Adianto,U. ",2480,25
1988,INA,"Adianto,U. ",2525,26
1989,INA,"Adianto,U. ",2525,27
1990,INA,"Adianto,U. ",2525,27
1991,INA,"Adianto,Utut  ",2470,42
1992,INA,"Adianto,Utut  ",2485,42
1993,INA,"Adianto,Utut  ",2490,46
1994,INA,"Adianto,Utut  ",2535,51
1995,INA,"Adianto,Utut  ",2585,59
1996,INA,"Adianto,Utut  ",2610,85
1997,INA,"Adianto,Utut  ",2615,88
1998,INA,"Adianto,Utut  ",2615,82
1999,INA,"Adianto, Utut  ",2607,113
2000,INA,"Adianto, Utut  ",2584,113
2001,INA,"Adianto, Utut",2589,118
2002,INA,"Adianto, Utut",2587,34
2003,INA,"Adianto, Utut",2562,119
2004,INA,"Adianto, Utut",2591,137
2005,INA,"Adianto, Utut",2588,143
2006,INA,undefined,2589,146
2007,INA,"Adianto, Utut",2583,152
2008,INA,"Adianto, Utut",2574,161
2009,INA,"Megaranto, Susanto",2549,175
2011,INA,"Adianto, Utut",2548,190
2012,INA,"Adianto, Utut",2548,212
2013,INA,"Adianto, Utut",2548,229
2014,INA,"Adianto, Utut",2556,258
2015,INA,"Adianto, Utut",2556,291
2016,INA,"Adianto, Utut",2556,386
2017,INA,"Adianto, Utut",2566,549
2018,INA,"Adianto, Utut",2566,709
2019,INA,"Adianto, Utut",2566,808
2020,INA,"Adianto, Utut",2566,927
1975,MLT,"Camilleri,H. ",2210,1
1976,MLT,"Camilleri,H. ",2210,1
1977,MLT,Attard  ,2250,4
1978,MLT,Attard  ,2240,5
1979,MLT,Attard  ,2240,5
1980,MLT,"Camilleri,H. ",2250,5
1981,MLT,Attard  ,2225,4
1982,MLT,"Camilleri,H. ",2215,4
1983,MLT,Gouder  ,2210,6
1984,MLT,Azzopardi  ,2205,4
1985,MLT,"Borg,G. ",2360,3
1986,MLT,"Borg,G. ",2385,4
1987,MLT,"Borg,G. ",2365,4
1988,MLT,"Borg,G. ",2365,3
1989,MLT,"Borg,G. ",2365,7
1990,MLT,"Borg,G. ",2355,7
1991,MLT,"Borg,Geoffrey  ",2355,9
1992,MLT,"Borg,Geoffrey  ",2355,9
1993,MLT,"Borg,Geoffrey  ",2355,11
1994,MLT,"Borg,Geoffrey  ",2355,12
1995,MLT,"Borg,Geoffrey  ",2355,12
1996,MLT,"Borg,Geoffrey  ",2375,12
1997,MLT,"Borg,Geoffrey  ",2375,16
1998,MLT,"Borg,Geoffrey  ",2365,8
1999,MLT,"Borg, Geoffrey  ",2374,17
2000,MLT,"Borg, Geoffrey  ",2374,16
2001,MLT,"Borg, Geoffrey",2344,17
2002,MLT,"Borg, Geoffrey",2349,6
2003,MLT,"Borg, Geoffrey",2355,16
2004,MLT,"Borg, Geoffrey",2367,19
2005,MLT,"Borg, Geoffrey",2367,25
2006,MLT,undefined,2368,28
2007,MLT,"Borg, Geoffrey",2367,29
2008,MLT,"Sorensen, Torben",2377,34
2009,MLT,"Sorensen, Torben",2401,39
2010,MLT,"Sorensen, Torben",2423,48
2011,MLT,"Sorensen, Torben",2403,49
2012,MLT,"Borg, Geoffrey",2367,51
2013,MLT,"Borg, Geoffrey",2367,56
2014,MLT,"Borg, Geoffrey",2367,60
2015,MLT,"Borg, Geoffrey",2367,78
2016,MLT,"Borg, Geoffrey",2367,96
2017,MLT,"Borg, Geoffrey",2367,113
2018,MLT,"Borg, Geoffrey",2367,127
2019,MLT,"Borg, Geoffrey",2367,140
2020,MLT,"Borg, Geoffrey",2367,155
1975,AUT,"Robatsch,K. ",2455,17
1976,AUT,"Robatsch,K. ",2445,13
1977,AUT,"Robatsch,K. ",2435,21
1978,AUT,"Robatsch,K. ",2430,26
1979,AUT,"Robatsch,K. ",2435,30
1980,AUT,"Robatsch,K. ",2440,30
1981,AUT,"Kindermann,S. ",2455,33
1982,AUT,"Robatsch,K. ",2415,51
1983,AUT,"Wittmann,W. ",2435,58
1984,AUT,"Herzog,A. ",2455,61
1985,AUT,"Klinger,J. ",2495,77
1986,AUT,"Klinger,J. ",2445,73
1987,AUT,"Klinger,J. ",2465,86
1988,AUT,"Klinger,J. ",2505,105
1989,AUT,"Klinger,J. ",2475,125
1990,AUT,"Fauland,A. ",2480,150
1991,AUT,"Brestian,Egon  ",2475,179
1992,AUT,"Klinger, Josef  ",2510,192
1993,AUT,"Brestian,Egon  ",2450,229
1994,AUT,"Klinger, Josef  ",2475,275
1995,AUT,"Stanec,Nikolaus  ",2465,331
1996,AUT,"Stanec,Nikolaus  ",2490,418
1997,AUT,"Stanec,Nikolaus  ",2460,485
1998,AUT,"Baumegger,Siegfried  ",2495,508
1999,AUT,"Stanec, Nikolaus  ",2476,625
2000,AUT,"Stanec, Nikolaus  ",2479,682
2001,AUT,"Stanec, Nikolaus",2513,746
2002,AUT,"Beim, Valery",2527,655
2003,AUT,"Beim, Valery",2553,897
2004,AUT,"Stanec, Nikolaus",2539,1017
2005,AUT,"Stanec, Nikolaus",2566,1130
2006,AUT,undefined,2543,1282
2007,AUT,"Kindermann, Stefan",2532,1368
2008,AUT,"Ragger, Markus",2530,1499
2009,AUT,"Ragger, Markus",2540,1604
2010,AUT,"Ragger, Markus",2568,1706
2011,AUT,"Ragger, Markus",2615,1820
2012,AUT,"Ragger, Markus",2655,1987
2013,AUT,"Ragger, Markus",2655,2139
2014,AUT,"Ragger, Markus",2656,2316
2015,AUT,"Ragger, Markus",2651,2510
2016,AUT,"Ragger, Markus",2689,2862
2017,AUT,"Ragger, Markus",2697,3136
2018,AUT,"Ragger, Markus",2659,3359
2019,AUT,"Ragger, Markus",2687,3512
2020,AUT,"Ragger, Markus",2674,3708
1975,DDR,"Uhlmann,W. ",2535,49
1976,DDR,"Uhlmann,W. ",2555,53
1977,DDR,"Uhlmann,W. ",2555,60
1978,DDR,"Uhlmann,W. ",2575,54
1979,DDR,"Knaak,R. ",2565,63
1980,DDR,"Knaak,R. ",2535,76
1981,DDR,"Knaak,R. ",2495,76
1982,DDR,"Uhlmann,W. ",2515,64
1983,DDR,"Vogt,L. ",2510,64
1984,DDR,"Uhlmann,W. ",2505,59
1985,DDR,"Knaak,R. ",2530,63
1986,DDR,"Knaak,R. ",2510,61
1987,DDR,"Boensch,U. ",2530,66
1988,DDR,"Boensch,U. ",2575,82
1989,DDR,"Uhlmann,W. ",2515,100
1990,DDR,"Boensch,U. ",2530,117
1975,FRG,"Huebner,R. ",2615,46
1976,FRG,"Huebner,R. ",2585,52
1977,FRG,"Huebner,R. ",2600,71
1978,FRG,"Huebner,R. ",2595,83
1979,FRG,"Huebner,R. ",2595,100
1980,FRG,"Huebner,R. ",2600,129
1981,FRG,"Huebner,R. ",2635,166
1982,FRG,"Huebner,R. ",2620,236
1983,FRG,"Huebner,R. ",2625,283
1984,FRG,"Huebner,R. ",2620,299
1985,FRG,"Huebner,R. ",2605,313
